FID_1	Reference	Title	Date_Publi	Authors	Journal	Language	Country	Name_of_Si	LatDD	LonDD	Terestrial	Type_of_Ar	Proxy	Stratigraphic	Radiocarbo	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_D	Max	Min	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
453	"Mueller, A.D., Islebe, G.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Hodell, D.A., Hajdas, I., Hamann, Y., Haug, G.H. and Kennett, D.J., 2010. Recovery of the forest ecosystem in the tropical lowlands of northern Guatemala after disintegration of C"	Recovery of the forest ecosystem in the tropical lowlands of northen Guatemala after disintergration of Clasic Maya polities	2010	"Mueller, A.D.; Islebe, G.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Hodell, D.A.; Hajdas, I., Hamann, Y.; Haug, G.H.; Kennett, D.J."	Geology	English	Guatemala	Lago Peten Itza	16.916667	-89.833333	Terestrial	Lake Sediment Core	LOI (Organic)		4							Terestrial wood and charcoal	880	1999	1738	255	690	36	144	5677	131	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
199	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	Pollen		6							"Wood, Charcoal"	-9080	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
311	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	dO18		2							"Wood, Charcoal"	-8870	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
333	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	dC13		6							"Wood, Charcoal"	-9080	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
338	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	Point Geochemistry		6							"Wood, Charcoal"	-9080	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
339	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	Point Geochemistry		2							"Wood, Charcoal"	-8870	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
340	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	Point Geochemistry		12							"Leaf, Wood, Charcoal"	-8965	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
342	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	Stratigraphic description		6							"Wood, Charcoal"	-9080	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
343	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	Stratigraphic description		2							"Wood, Charcoal"	-8870	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
344	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	Stratigraphic description		12							"Leaf, Wood, Charcoal"	-8965	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
345	"Mueller, A.D., Islebe, G.A., Hillesheim, M.B., Grzesik, D.A., Anselmetti, F.S., Ariztegui, D., Brenner, M., Curtis, J.H., Hodell, D.A. and Venz, K.A., 2009. Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene. Quaternary Research, 71(2), pp.133-141."	Climate drying and associated forest decline in the lowlands of northern Guatemala during the late Holocene	2009	"Mueller, A.D.; Islebe, G.A.; Hillesheim, M.B.; Grzesik, D.A.; Anselmetti, F.S.; Ariztegui, D.; Brenner, M.; Curtis, J.H.; Hodell, D.A.; Venz, K.A."	Quaternary Research	English	Guatemala	Lago Peten Itza	17	-89.916667	Terestrial	Lake Sediment Core	XRF		2							"Wood, Charcoal"	-8870	1950	1741	263	702	39	141	5771	197	Peten-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
494	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H.; Pearsall, D.M.; Jones, J.G.; Arroyo, B.; Collins, S.K.; Freidel, D.E."	Latin American Antiquity	English	Guatemala	Lower Rio Naranjo	14.540503	-92.188883	Terestrial	Salt Playa	Pollen		7							N/A	-3367	1950	1381	292	693	1	10	9500	4	Central American dry forests	Tropical & Subtropical Dry Broadleaf Forests
256	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H.; Pearsall, D.M.; Jones, J.G.; Arroyo, B.; Collins, S.K.; Freidel, D.E."	Latin American Antiquity	English	Guatemala	Lower Rio Naranjo	14.540503	-92.188883	Terestrial	Salt Playa	Charcoal (Undefined)		7							N/A	-3367	1950	1381	292	693	1	10	9500	4	Central American dry forests	Tropical & Subtropical Dry Broadleaf Forests
497	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Lower Rio Naranjo	14.538711	-92.202276	Terestrial	Salt Playa	Pollen		6							N/A	-1030	1950	1385	292	680	2	11	9489	2	Southern Mesoamerican Pacific mangroves	Mangroves
254	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Lower Rio Naranjo	14.538711	-92.202276	Terestrial	Salt Playa	Charcoal (Undefined)		6							N/A	-1030	1950	1385	292	680	2	11	9489	2	Southern Mesoamerican Pacific mangroves	Mangroves
490	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Manchon	14.517108	-92.118835	Terestrial	Salt Playa	Pollen		4							N/A	-4800	1950	1385	311	691	1	11	9569	9	Southern Mesoamerican Pacific mangroves	Mangroves
262	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Manchon	14.517108	-92.118835	Terestrial	Salt Playa	Charcoal (Undefined)		4							N/A	-4800	1950	1385	311	691	1	11	9569	9	Southern Mesoamerican Pacific mangroves	Mangroves
502	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Sipacate	13.941022	-90.629732	Terestrial	Salt Playa	Pollen		8							N/A	-3800	-2000	1707	343	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
508	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Sipacate	13.941022	-90.629732	Terestrial	Salt Playa	Pollen		6							N/A	-3600	1805	1707	343	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
512	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Sipacate	13.941022	-90.629732	Terestrial	Salt Playa	Pollen		5							N/A	-1998	-1000	1707	343	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
124	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Sipacate	13.941022	-90.629732	Terestrial	Salt Playa	Charcoal (Undefined)		6							N/A	-3600	1805	1707	343	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
183	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Sipacate	13.941022	-90.629732	Terestrial	Salt Playa	Charcoal (Undefined)		8							N/A	-3800	-2000	1707	343	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
222	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E., 2006. Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala. Latin American Antiquity, 17(3), pp.287-315."	Early Maya adaptive patterns: Mid-late Holocene paleoenvironmental evidence from Pacific Guatemala	2006	"Neff, H., Pearsall, D.M., Jones, J.G., Arroyo, B., Collins, S.K. and Freidel, D.E."	Latin American Antiquity	English	Guatemala	Sipacate	13.941022	-90.629732	Terestrial	Salt Playa	Charcoal (Undefined)		5							N/A	-1998	-1000	1707	343	819	2	12	9271	7	Southern Mesoamerican Pacific mangroves	Mangroves
363	"Northrop, L.A. and Horn, S.P., 1996. PreColumbian agriculture and forest disturbance in Costa Rica: palaeoecological evidence from two lowland rainforest lakes. The Holocene, 6(3), pp.289-299."	PreColumbian agriculture and forest disturbance in Costa Rica: Palaeoecological evidence from two lowland rainforest lakes	1996	"Northrop, L.A.; Horn, S.P."	Holocene	English	Costa Rica	Bonilla	9.994167	-83.603056	Terestrial	Lake Sediment Core	Stratigraphic description		6							"Bulk sediment, organic matter"	N/A	N/A	3589	443	1136	79	440	3547	383	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
298	"Northrop, L.A. and Horn, S.P., 1996. PreColumbian agriculture and forest disturbance in Costa Rica: palaeoecological evidence from two lowland rainforest lakes. The Holocene, 6(3), pp.289-299."	PreColumbian agriculture and forest disturbance in Costa Rica: Palaeoecological evidence from two lowland rainforest lakes	1996	"Northrop, L.A.; Horn, S.P."	Holocene	English	Costa Rica	Bonilla	9.994167	-83.603056	Terestrial	Lake Sediment Core	Pollen		4							Bulk sediment	N/A	N/A	3589	443	1136	79	440	3547	383	Isthmian-Atlantic moist forests	Tropical & Subtropical Moist Broadleaf Forests
